idx cal0 cal1 cal2 cal3 cal4 cal5 cal6 cal7 cal8 cal9 cal10 likelyhood	idx         	AGBc        	height      	LAI         	NPP         	NPP/GPP     
450 0.4694 0.4814 0.7947 0.0605 0.1923 0.5640 8.9007 0.4205 0.1943 4.3542 0.0286 0.00001700	450	18.688264117647	43.197464117647	4.583374156863	1.498075745098	0.466373935323	
451 0.4770 0.4798 0.7887 0.0620 0.1849 0.5530 9.0000 0.4206 0.1980 4.5260 0.0282 0.00001800	451	19.193726450980	43.077068666667	4.655574627451	1.496513686275	0.465204416850	
452 0.4696 0.4938 0.7767 0.0643 0.1838 0.5719 9.0000 0.4127 0.1927 4.7360 0.0279 0.00001100	452	19.210220411765	45.468554039216	4.802141960784	1.506129764706	0.472570699315	
453 0.4528 0.5042 0.7766 0.0618 0.1817 0.5750 9.0000 0.4126 0.1819 4.9357 0.0278 0.00000900	453	19.280330607843	45.986280352941	4.886206647059	1.514665254902	0.490020194045	
454 0.4438 0.5064 0.7747 0.0600 0.1838 0.5706 8.8628 0.4063 0.1768 4.5322 0.0276 0.00001200	454	18.822426843137	43.995936235294	4.785796352941	1.517283372549	0.486948315742	
455 0.4265 0.4922 0.7832 0.0600 0.1848 0.5731 8.7776 0.4006 0.1758 4.7177 0.0276 0.00001100	455	19.402744941176	44.756675352941	4.895791274510	1.515192039216	0.490543140289	
456 0.4296 0.4858 0.7843 0.0600 0.1791 0.5750 8.8374 0.4000 0.1753 4.6405 0.0281 0.00001100	456	19.198985078431	44.984658647059	4.873771921569	1.513203431373	0.489618379230	
457 0.4324 0.4651 0.7703 0.0609 0.1734 0.5648 8.8872 0.4005 0.1807 4.6626 0.0277 0.00001200	457	20.035867627451	45.153565980392	4.878295705882	1.505772490196	0.482663471310	
458 0.4294 0.4518 0.7500 0.0607 0.1708 0.5730 8.9376 0.4000 0.1845 4.7384 0.0270 0.00000800	458	21.009541196078	47.929082470588	4.912021431373	1.501592470588	0.479006527674	
459 0.4449 0.4702 0.7500 0.0600 0.1626 0.5750 8.8182 0.4000 0.1855 5.2247 0.0273 0.00000700	459	20.853512823529	47.371067352941	5.101895294118	1.507647980392	0.488547824966	
460 0.4355 0.4741 0.7639 0.0602 0.1586 0.5750 8.8231 0.4000 0.1954 4.9753 0.0278 0.00000900	460	20.036242411765	46.183787862745	5.012911725490	1.503508098039	0.473275344946	
461 0.4104 0.4734 0.7602 0.0633 0.1502 0.5750 8.8501 0.4061 0.1913 5.2414 0.0277 0.00000800	461	20.520258313725	47.055733647059	5.066594431373	1.503806823529	0.482450451509	
462 0.4330 0.4717 0.7669 0.0636 0.1532 0.5651 8.7576 0.4102 0.1931 5.3984 0.0270 0.00000900	462	21.284936980392	46.312418450980	5.084642313725	1.503143098039	0.483265813457	
463 0.4172 0.4839 0.7724 0.0644 0.1540 0.5618 8.7745 0.4200 0.1929 4.9525 0.0278 0.00001400	463	19.922271960784	44.072961588235	4.853351078431	1.501836392157	0.477908681020	
464 0.4027 0.4970 0.7561 0.0600 0.1604 0.5630 8.6796 0.4196 0.2000 5.2493 0.0279 0.00001400	464	19.717063823529	43.495595137255	4.953452019608	1.505367686275	0.478962010653	
465 0.4166 0.5139 0.7677 0.0600 0.1690 0.5697 8.6450 0.4000 0.1997 5.1188 0.0272 0.00001100	465	19.348753176471	43.604921980392	5.069806529412	1.516209980392	0.472081258088	
466 0.4053 0.5053 0.7704 0.0600 0.1742 0.5561 8.6679 0.4024 0.2000 5.0399 0.0275 0.00001400	466	19.322119235294	42.035423176471	5.009322411765	1.511147294118	0.470814925501	
467 0.4275 0.5251 0.7805 0.0600 0.1539 0.5594 8.6279 0.4045 0.2000 5.1009 0.0270 0.00001300	467	19.151046686275	41.981893215686	5.048366490196	1.518812117647	0.472484474800	
468 0.4120 0.5426 0.7740 0.0600 0.1582 0.5589 8.6305 0.4060 0.1999 5.0916 0.0274 0.00001300	468	18.304707627451	40.775299941176	5.032034000000	1.523697352941	0.473557547157	
470 0.4119 0.5429 0.7800 0.0621 0.1505 0.5678 8.6792 0.4118 0.1943 5.0325 0.0274 0.00001200	470	18.321436882353	42.045585705882	4.974078862745	1.524310313725	0.478520593993	
471 0.4104 0.5500 0.7774 0.0622 0.1504 0.5607 8.6975 0.4097 0.1960 4.9230 0.0274 0.00001300	471	17.949012529412	40.760958235294	4.954042000000	1.525521392157	0.474109122678	
473 0.4204 0.5267 0.7951 0.0619 0.1596 0.5653 8.8021 0.4186 0.1930 4.8823 0.0263 0.00001100	473	19.519250156863	44.087959058824	4.859221058824	1.520259862745	0.477128044871	
474 0.4224 0.5418 0.7906 0.0630 0.1689 0.5687 8.7449 0.4203 0.2000 4.7305 0.0262 0.00001200	474	18.861824098039	43.268728549020	4.784461313725	1.521178078431	0.466472076400	
475 0.4301 0.5340 0.7940 0.0679 0.1702 0.5737 8.5667 0.4097 0.1954 4.7897 0.0256 0.00001000	475	19.512104176471	43.934450490196	4.889093294118	1.523360960784	0.466712066018	
476 0.4392 0.5240 0.7871 0.0637 0.1767 0.5748 8.5285 0.4223 0.2000 4.6993 0.0265 0.00001300	476	19.198233921569	43.428091666667	4.741806705882	1.514076568627	0.465762708325	
477 0.4500 0.5253 0.7851 0.0630 0.1761 0.5748 8.3713 0.4107 0.2000 4.6392 0.0268 0.00001500	477	18.754248960784	41.972502058824	4.805461039216	1.515523058824	0.462660377211	
478 0.4589 0.5369 0.7877 0.0655 0.1748 0.5693 8.4688 0.4173 0.1937 4.7424 0.0275 0.00001500	478	18.193724901961	41.016061000000	4.798020372549	1.520074745098	0.472647657492	
479 0.4385 0.5346 0.7810 0.0622 0.1745 0.5677 8.4580 0.4195 0.1923 4.6734 0.0279 0.00001600	479	17.989744431373	40.483488509804	4.753186843137	1.518210607843	0.475181103992	
480 0.4324 0.5353 0.7777 0.0662 0.1766 0.5629 8.3575 0.4000 0.1908 4.9702 0.0274 0.00001400	480	18.459213568627	40.130045392157	5.018079470588	1.525502470588	0.475885607212	
482 0.4296 0.5142 0.7908 0.0651 0.1752 0.5750 8.3787 0.4000 0.1893 4.8286 0.0267 0.00001200	482	19.382301901961	42.932018725490	4.963719843137	1.519868647059	0.474293161347	
483 0.4128 0.5240 0.7955 0.0690 0.1808 0.5688 8.2610 0.4000 0.1817 4.8711 0.0269 0.00001300	483	19.046871509804	41.127100745098	4.978886078431	1.526004078431	0.481949122806	
484 0.4171 0.5144 0.7810 0.0634 0.1837 0.5681 8.3853 0.4057 0.1893 4.7498 0.0266 0.00001400	484	19.416792156863	42.186541274510	4.880153627451	1.518832058824	0.474710482208	
485 0.4151 0.5233 0.7693 0.0637 0.1868 0.5627 8.4491 0.4106 0.1934 4.7704 0.0277 0.00001600	485	18.471880019608	40.573967019608	4.840388352941	1.516711254902	0.472773228848	
486 0.4050 0.5133 0.7925 0.0670 0.1893 0.5750 8.4260 0.4218 0.1931 4.6037 0.0274 0.00001600	486	18.858121137255	42.441891294118	4.689340000000	1.510732862745	0.469930933602	
487 0.4000 0.5045 0.7783 0.0635 0.1966 0.5708 8.3943 0.4260 0.1962 4.5715 0.0282 0.00001900	487	18.612041862745	41.447886705882	4.630497980392	1.504544215686	0.469137408701	
488 0.4000 0.5090 0.7667 0.0630 0.1970 0.5750 8.3887 0.4256 0.1909 4.8023 0.0285 0.00001700	488	18.611242607843	41.921709960784	4.718366627451	1.508459058824	0.480208950200	
489 0.4000 0.5014 0.7727 0.0632 0.1999 0.5729 8.3617 0.4106 0.1862 4.7182 0.0281 0.00001600	489	18.887198960784	41.913128333333	4.798680921569	1.511280745098	0.479701406173	
490 0.4197 0.4964 0.7617 0.0600 0.2000 0.5559 8.3402 0.4010 0.1848 4.7541 0.0280 0.00001900	490	19.050269333333	40.063953411765	4.887538078431	1.512880039216	0.481351232393	
491 0.4112 0.4846 0.7591 0.0600 0.2000 0.5548 8.1837 0.4000 0.1826 4.6699 0.0273 0.00002000	491	19.733260019608	40.045387352941	4.863857980392	1.511052490196	0.481008085605	
492 0.4235 0.4823 0.7666 0.0637 0.2000 0.5535 8.1935 0.4000 0.1803 4.6984 0.0271 0.00002000	492	20.023426411765	40.308223000000	4.875913862745	1.511379803922	0.481964126266	
493 0.4472 0.4854 0.7730 0.0651 0.2000 0.5566 8.1398 0.4000 0.1757 4.7708 0.0263 0.00001700	493	20.613538764706	41.141142960784	4.910940764706	1.516257725490	0.487532526557	
494 0.4411 0.5158 0.7669 0.0618 0.2000 0.5624 8.0523 0.4087 0.1738 5.1466 0.0262 0.00001400	494	20.336135803922	41.064263098039	4.992660882353	1.530283470588	0.501457821039	
495 0.4430 0.5014 0.7700 0.0623 0.2000 0.5718 8.0894 0.4049 0.1758 5.0984 0.0259 0.00001200	495	20.918781764706	43.158581627451	5.001838980392	1.525411843137	0.496501075007	
496 0.4539 0.4956 0.7719 0.0640 0.1950 0.5591 8.0889 0.4006 0.1759 5.0054 0.0266 0.00001600	496	20.445437588235	40.979949294118	5.001643470588	1.521212725490	0.493159969343	
497 0.4605 0.5048 0.7787 0.0650 0.2000 0.5717 8.0794 0.4000 0.1722 4.9344 0.0267 0.00001300	497	19.997783901961	41.857928607843	4.979885647059	1.525723039216	0.495853475613	
498 0.4492 0.4932 0.7732 0.0631 0.2000 0.5636 8.0386 0.4061 0.1693 4.6241 0.0270 0.00001900	498	19.787237450980	40.405021960784	4.807593333333	1.517680941176	0.495351643562	
499 0.4365 0.4910 0.7764 0.0600 0.1974 0.5560 8.1895 0.4046 0.1667 4.4977 0.0277 0.00002100	499	19.234424254902	39.556309352941	4.768324470588	1.516467843137	0.497542840583	
500 0.4474 0.4993 0.7724 0.0600 0.2000 0.5529 8.1948 0.4000 0.1677 4.3538 0.0275 0.00002100	500	18.803049431373	38.671432823529	4.747556019608	1.519613862745	0.492282232250	
501 0.4260 0.5050 0.7790 0.0600 0.2000 0.5371 8.2078 0.4071 0.1650 4.3610 0.0274 0.00002400	501	18.820015588235	37.079355725490	4.699732960784	1.521008490196	0.497349956910	
502 0.4074 0.4969 0.7652 0.0600 0.1942 0.5424 8.2160 0.4144 0.1564 4.2490 0.0283 0.00002500	502	18.476096647059	37.243917117647	4.601764313725	1.517958745098	0.507858085992	
503 0.4066 0.5025 0.7732 0.0608 0.1902 0.5387 8.1244 0.4000 0.1553 4.0668 0.0277 0.00002400	503	18.249615470588	36.140929294118	4.641183509804	1.523359862745	0.501107822382	
504 0.4000 0.5093 0.7747 0.0656 0.1943 0.5296 8.1266 0.4086 0.1597 4.0000 0.0270 0.00002600	504	18.461312745098	35.506320980392	4.549996882353	1.522311274510	0.493052663839	
505 0.4062 0.5138 0.7835 0.0691 0.2000 0.5236 8.0792 0.4142 0.1552 4.0455 0.0265 0.00002700	505	18.853748019608	35.161394000000	4.531236666667	1.526616450980	0.499268011459	
506 0.4078 0.5342 0.7827 0.0667 0.1991 0.5383 8.0215 0.4249 0.1521 4.1784 0.0272 0.00002300	506	18.120343686275	35.531411941176	4.516321431373	1.532117843137	0.510869416263	
507 0.4007 0.5029 0.7803 0.0640 0.2000 0.5412 8.0772 0.4245 0.1486 4.1691 0.0266 0.00002500	507	19.479511960784	37.684592862745	4.508048725490	1.524787941176	0.515307132366	
508 0.4000 0.4962 0.7768 0.0657 0.2000 0.5528 8.1307 0.4278 0.1449 4.4742 0.0258 0.00001900	508	20.780248058824	40.830587450980	4.607254490196	1.526429333333	0.525877131340	
510 0.4072 0.5032 0.7776 0.0674 0.1988 0.5453 8.0851 0.4292 0.1439 4.2857 0.0254 0.00002200	510	20.616645196078	39.519138941176	4.532795588235	1.529613274510	0.522506410203	
511 0.4000 0.4988 0.7848 0.0691 0.1968 0.5457 7.9385 0.4412 0.1353 4.3766 0.0250 0.00002200	511	21.424013000000	39.777829019608	4.492547196078	1.531120725490	0.537286994932	
512 0.4230 0.4916 0.7753 0.0688 0.1976 0.5419 7.7095 0.4561 0.1389 4.6244 0.0250 0.00002500	512	22.130070470588	38.980821019608	4.477489333333	1.524628372549	0.539659114435	
513 0.4386 0.4878 0.7675 0.0730 0.1949 0.5266 7.7429 0.4560 0.1366 4.4289 0.0250 0.00003000	513	22.005083509804	37.258138431373	4.411187921569	1.523232764706	0.536818571580	
514 0.4351 0.4896 0.7603 0.0747 0.1938 0.5420 7.7618 0.4418 0.1368 4.4424 0.0250 0.00002500	514	21.808711921569	38.881177666667	4.510765137255	1.526066372549	0.533387526565	
515 0.4374 0.4729 0.7585 0.0739 0.1914 0.5369 7.6770 0.4429 0.1397 4.2404 0.0250 0.00003000	515	22.020830921569	38.094969196078	4.421950294118	1.517042921569	0.525466456379	
516 0.4351 0.4693 0.7500 0.0754 0.1924 0.5512 7.5709 0.4545 0.1398 4.2487 0.0256 0.00003100	516	21.732097137255	38.898111647059	4.343164549020	1.510980509804	0.527360636647	
517 0.4320 0.4726 0.7500 0.0749 0.1880 0.5420 7.6433 0.4569 0.1421 4.0000 0.0260 0.00003600	517	20.936408882353	37.351334686275	4.236325529412	1.509135803922	0.520021387082	
519 0.4291 0.4882 0.7500 0.0809 0.1942 0.5366 7.6449 0.4616 0.1417 4.2713 0.0256 0.00003300	519	21.301142235294	37.175469745098	4.314054882353	1.517066980392	0.524034753420	
521 0.4401 0.4917 0.7500 0.0800 0.1945 0.5395 7.4625 0.4561 0.1355 4.1228 0.0265 0.00003500	521	20.205349588235	35.443419039216	4.288826490196	1.518377294118	0.530416167251	
522 0.4490 0.4997 0.7560 0.0775 0.2000 0.5355 7.4357 0.4654 0.1318 4.4722 0.0265 0.00003300	522	20.574140803922	35.312046019608	4.356961039216	1.522525019608	0.545740346976	
524 0.4549 0.5155 0.7564 0.0769 0.2000 0.5335 7.3297 0.4611 0.1323 4.0890 0.0271 0.00003200	524	19.148391725490	33.132696098039	4.247799078431	1.527017039216	0.537949821227	
525 0.4484 0.5170 0.7500 0.0769 0.2000 0.5369 7.2100 0.4537 0.1398 4.1128 0.0274 0.00003200	525	18.792034607843	32.533149156863	4.297969176471	1.524644509804	0.526599155227	
526 0.4585 0.5103 0.7565 0.0780 0.2000 0.5427 7.2268 0.4547 0.1488 4.0000 0.0275 0.00003400	526	18.666772078431	33.007302960784	4.241426058824	1.517127568627	0.511407932545	
527 0.4572 0.5097 0.7500 0.0816 0.2000 0.5371 7.2001 0.4781 0.1531 4.1989 0.0276 0.00003800	527	19.122470921569	32.887167313725	4.176100901961	1.511900568627	0.512313199252	
528 0.4476 0.5081 0.7502 0.0804 0.1917 0.5263 7.0814 0.4677 0.1476 4.0000 0.0281 0.00003700	528	18.481762803922	30.717271431373	4.166371294118	1.511598450980	0.514657070714	
529 0.4365 0.5086 0.7500 0.0820 0.1887 0.5242 7.2766 0.4806 0.1551 4.1208 0.0280 0.00004000	529	18.786583960784	31.707546568627	4.139122235294	1.507210450980	0.508678648102	
530 0.4484 0.5012 0.7553 0.0773 0.1867 0.4994 7.3694 0.4798 0.1590 4.0120 0.0288 0.00004000	530	18.270744509804	29.482281549020	4.096889784314	1.501165647059	0.504074771093	
531 0.4455 0.5144 0.7500 0.0743 0.1924 0.4821 7.3071 0.4757 0.1564 4.0000 0.0289 0.00003400	531	17.841362019608	27.500827333333	4.114741627451	1.507040156863	0.508205667814	
532 0.4416 0.5013 0.7500 0.0739 0.1880 0.4645 7.3909 0.4705 0.1547 4.0000 0.0289 0.00003500	532	18.122518823529	26.712301352941	4.144456098039	1.503899882353	0.509410955170	
533 0.4294 0.5206 0.7625 0.0746 0.1900 0.4502 7.3869 0.4574 0.1498 4.0000 0.0292 0.00002500	533	17.377997843137	25.109694941176	4.227637490196	1.515346627451	0.513912398377	
534 0.4281 0.5303 0.7538 0.0772 0.1949 0.4416 7.3788 0.4520 0.1572 4.0000 0.0291 0.00002200	534	17.058141529412	24.278102882353	4.256909333333	1.516572352941	0.501951203296	
535 0.4298 0.5309 0.7500 0.0777 0.1970 0.4439 7.4877 0.4490 0.1561 4.1376 0.0296 0.00002200	535	16.927002196078	24.696298901961	4.326122490196	1.518078156863	0.506198635725	
536 0.4366 0.5454 0.7536 0.0768 0.1954 0.4567 7.5605 0.4538 0.1693 4.2592 0.0300 0.00002200	536	16.401532882353	25.405915882353	4.341451843137	1.516146862745	0.494353527594	
537 0.4404 0.5417 0.7636 0.0786 0.1891 0.4571 7.5158 0.4754 0.1692 4.0000 0.0298 0.00002500	537	16.440367294118	25.308656705882	4.119417450980	1.508653117647	0.491482766061	
538 0.4517 0.5411 0.7500 0.0827 0.1921 0.4501 7.3983 0.4805 0.1675 4.0000 0.0305 0.00002200	538	16.184393960784	24.263035549020	4.085269745098	1.506989490196	0.493145332468	
539 0.4564 0.5161 0.7692 0.0813 0.1945 0.4496 7.3402 0.4884 0.1635 4.0000 0.0306 0.00002800	539	16.892963803922	24.576963431373	4.033927333333	1.500152411765	0.499778987076	
540 0.4493 0.5102 0.7838 0.0833 0.1944 0.4576 7.3307 0.4975 0.1611 4.0537 0.0307 0.00003100	540	17.130274666667	25.270715117647	4.002323392157	1.497382745098	0.504598198557	
541 0.4601 0.5158 0.7710 0.0833 0.1949 0.4622 7.1804 0.4957 0.1609 4.4251 0.0303 0.00003200	541	17.634024647059	25.463074019608	4.141660745098	1.500046176471	0.511988071229	
542 0.4485 0.5359 0.7601 0.0805 0.1942 0.4733 7.2229 0.4859 0.1691 4.2534 0.0304 0.00002700	542	16.691281235294	25.620019862745	4.143163450980	1.505431313725	0.498686823344	
543 0.4537 0.5460 0.7673 0.0832 0.1998 0.4710 7.3077 0.4930 0.1630 4.2242 0.0298 0.00002600	543	16.805042333333	25.863387352941	4.097572843137	1.512075019608	0.504987615115	
544 0.4486 0.5500 0.7619 0.0808 0.1992 0.4526 7.4141 0.5049 0.1694 4.2525 0.0289 0.00002600	544	17.277781490196	25.341595901961	4.049722098039	1.512848588235	0.500215988966	
545 0.4597 0.5358 0.7500 0.0796 0.1912 0.4558 7.5007 0.5032 0.1710 4.3143 0.0287 0.00003100	545	17.875888784314	26.314175352941	4.082906725490	1.508341490196	0.499321735761	
546 0.4643 0.5208 0.7653 0.0851 0.1952 0.4738 7.3270 0.5120 0.1749 4.1088 0.0280 0.00003700	546	18.525155313725	27.524898333333	3.961697588235	1.502426039216	0.487967890528	
547 0.4701 0.5097 0.7697 0.0828 0.1954 0.4948 7.2146 0.4932 0.1809 4.2183 0.0280 0.00004200	547	18.815464352941	28.992464019608	4.091913196078	1.497813843137	0.480960620599	
548 0.4607 0.4982 0.7706 0.0786 0.1906 0.4999 7.3039 0.4778 0.1773 4.0000 0.0278 0.00004400	548	18.821891450980	29.756739411765	4.099669843137	1.496049058824	0.479316997971	
549 0.4654 0.4735 0.7701 0.0762 0.1873 0.4930 7.3474 0.4751 0.1721 4.0000 0.0279 0.00005000	549	19.484809235294	29.919383843137	4.110686352941	1.489884882353	0.485723426859	
550 0.4819 0.4525 0.7619 0.0770 0.1972 0.5048 7.3470 0.4799 0.1777 4.0083 0.0279 0.00005800	550	20.128374705882	31.531773254902	4.069785137255	1.480493843137	0.479250567764	
551 0.4857 0.4318 0.7759 0.0788 0.2000 0.5006 7.2295 0.5010 0.1772 4.0221 0.0275 0.00006700	551	21.225738058824	31.580978843137	3.955761235294	1.472432411765	0.482174805956	
552 0.4835 0.4303 0.7728 0.0787 0.2000 0.4889 7.1687 0.4978 0.1732 4.0487 0.0271 0.00006600	552	21.583771686275	30.527118117647	3.984231098039	1.474499980392	0.486484320267	
553 0.4840 0.4200 0.7729 0.0807 0.1968 0.4787 7.1372 0.5069 0.1796 4.2797 0.0272 0.00007100	553	22.256306823529	29.986790294118	4.013643980392	1.467141490196	0.484089334270	
555 0.4809 0.4131 0.7766 0.0808 0.2000 0.4729 7.2231 0.5109 0.1732 4.0000 0.0269 0.00007200	555	22.292162666667	29.843803568627	3.895422941176	1.466434235294	0.485756552748	
556 0.4663 0.4181 0.7830 0.0815 0.2000 0.4778 7.3739 0.5246 0.1760 4.4154 0.0266 0.00007400	556	23.158026862745	31.559091137255	3.964874490196	1.465532784314	0.492604455526	
558 0.4535 0.4217 0.7748 0.0828 0.2000 0.4858 7.4853 0.5446 0.1792 4.2947 0.0273 0.00007600	558	22.447877705882	32.291373058824	3.827648843137	1.462414745098	0.489893150786	
559 0.4795 0.4262 0.7773 0.0822 0.2000 0.4765 7.5194 0.5297 0.1819 4.3075 0.0273 0.00007500	559	22.215387980392	31.366221960784	3.903535254902	1.464382352941	0.485137045317	
560 0.4974 0.4283 0.7654 0.0828 0.1903 0.4985 7.4495 0.5231 0.1826 4.2947 0.0277 0.00007200	560	21.712968490196	32.766321784314	3.939642039216	1.465696215686	0.483501973325	
561 0.4996 0.4304 0.7643 0.0773 0.1913 0.4736 7.5499 0.5188 0.1889 4.1145 0.0271 0.00007200	561	21.790318235294	30.899462098039	3.901607490196	1.464589372549	0.473988567838	
562 0.5123 0.4193 0.7578 0.0802 0.1955 0.4856 7.4621 0.5281 0.1908 4.0000 0.0267 0.00007800	562	22.217283941176	31.985584647059	3.808658117647	1.456341352941	0.468451077790	
563 0.5223 0.4124 0.7671 0.0821 0.1987 0.4798 7.6148 0.5280 0.1981 4.2700 0.0271 0.00008100	563	22.486750921569	32.290562156863	3.890727647059	1.453108254902	0.465809283173	
564 0.5365 0.4185 0.7770 0.0812 0.2000 0.4585 7.6713 0.5128 0.1925 4.1082 0.0267 0.00007600	564	22.306091196078	30.376081352941	3.916508941176	1.458696431373	0.465980963028	
565 0.5406 0.4204 0.7761 0.0805 0.1954 0.4520 7.5290 0.5056 0.1953 4.5573 0.0260 0.00007400	565	23.466845372549	29.991793509804	4.107741960784	1.459359098039	0.470144929472	
566 0.5394 0.4206 0.7831 0.0762 0.2000 0.4430 7.5993 0.5047 0.1980 4.4822 0.0260 0.00007400	566	23.266442431373	29.328869784314	4.083839235294	1.459104274510	0.468400464888	
567 0.5386 0.4143 0.7993 0.0715 0.1990 0.4370 7.6855 0.5076 0.1974 4.4473 0.0264 0.00007600	567	23.180995137255	29.066971725490	4.056152509804	1.457345372549	0.471851980662	
568 0.5312 0.4104 0.7931 0.0697 0.1996 0.4317 7.5524 0.5227 0.1963 4.6133 0.0261 0.00007500	568	23.921624176471	28.543684509804	4.029319980392	1.456116647059	0.479764847577	
569 0.5480 0.3994 0.7976 0.0735 0.1987 0.4279 7.6285 0.5129 0.1954 4.6208 0.0266 0.00007700	569	23.763786882353	28.397499372549	4.078302803922	1.453083000000	0.477227971202	
570 0.5573 0.4218 0.8051 0.0743 0.1880 0.4327 7.7276 0.5216 0.1871 4.4806 0.0265 0.00007200	570	23.117463627451	28.809407058824	4.010055490196	1.462912019608	0.484813823983	
571 0.5624 0.4244 0.8095 0.0724 0.1853 0.4469 7.8139 0.5317 0.1938 4.1901 0.0264 0.00007600	571	22.683145882353	30.126977294118	3.867925529412	1.459881470588	0.474224288503	
572 0.5660 0.4153 0.8088 0.0713 0.1852 0.4426 7.7984 0.5222 0.1858 4.5074 0.0268 0.00007600	572	23.138292882353	29.978937529412	4.015078078431	1.461530019608	0.488946802941	
573 0.5565 0.4227 0.8191 0.0719 0.1823 0.4294 7.8875 0.5268 0.1927 4.2271 0.0267 0.00007400	573	22.526816137255	28.749579254902	3.905104000000	1.459667392157	0.476030606400	
574 0.5754 0.4207 0.8213 0.0679 0.1768 0.4294 7.9699 0.5115 0.1998 4.3383 0.0265 0.00007600	574	22.726549372549	29.171550607843	4.021174000000	1.457765019608	0.470123920875	
575 0.5701 0.4080 0.8222 0.0689 0.1791 0.4288 7.8697 0.5114 0.2000 4.1934 0.0256 0.00007900	575	23.518600509804	29.224258372549	3.967703058824	1.451398745098	0.464700419738	
576 0.5730 0.4028 0.8163 0.0623 0.1807 0.4119 7.9213 0.5246 0.2000 4.0000 0.0258 0.00008000	576	23.298324549020	27.815124666667	3.832143529412	1.446733274510	0.466328688495	
577 0.5695 0.4170 0.8154 0.0621 0.1761 0.4297 7.9755 0.5329 0.2000 4.0000 0.0250 0.00008000	577	23.657215901961	29.779912235294	3.803006803922	1.450182921569	0.467252812727	
578 0.5814 0.4156 0.8177 0.0629 0.1773 0.4168 7.9759 0.5228 0.1978 4.0194 0.0254 0.00007700	578	23.295559823529	28.420694921569	3.856795549020	1.453033019608	0.468454857363	
579 0.5900 0.4148 0.8027 0.0662 0.1726 0.4111 7.7248 0.5201 0.1964 4.2837 0.0251 0.00007000	579	24.137765411765	27.490249568627	3.967084352941	1.456597901961	0.473132184308	
580 0.5902 0.4092 0.8151 0.0669 0.1710 0.4068 7.8512 0.5204 0.2000 4.2357 0.0260 0.00007400	580	23.387807960784	27.187360607843	3.943617274510	1.451445254902	0.468846044397	
581 0.5722 0.3856 0.7937 0.0655 0.1706 0.4040 7.7039 0.5273 0.2000 4.4465 0.0264 0.00007800	581	24.201788254902	26.862157490196	3.970414000000	1.444864450980	0.475469231155	
582 0.5910 0.3747 0.7996 0.0618 0.1775 0.4111 7.6689 0.5421 0.1960 4.5488 0.0262 0.00008100	582	25.064077215686	27.770569411765	3.922025921569	1.442355627451	0.486231722059	
583 0.5988 0.3755 0.8087 0.0608 0.1781 0.4195 7.6225 0.5398 0.2000 4.6603 0.0260 0.00008300	583	25.278267352941	28.453030901961	3.964556215686	1.441061647059	0.484360092075	
584 0.5838 0.3748 0.7943 0.0600 0.1723 0.4154 7.4313 0.5447 0.2000 4.8267 0.0259 0.00008000	584	25.709459411765	27.596214666667	3.992821176471	1.439223823529	0.488708227277	
585 0.5842 0.3835 0.7922 0.0658 0.1668 0.4294 7.3816 0.5352 0.2000 4.8668 0.0265 0.00008200	585	24.843109803922	28.193294725490	4.057885039216	1.443907803922	0.485178009987	
586 0.5981 0.3650 0.7862 0.0655 0.1735 0.4131 7.2923 0.5330 0.1956 4.6114 0.0263 0.00007800	586	25.222383098039	26.646156058824	3.985503843137	1.440073294118	0.484002869524	
587 0.6000 0.3500 0.7821 0.0706 0.1686 0.4068 7.3106 0.5424 0.1921 4.6837 0.0269 0.00007900	587	25.427753764706	26.282608392157	3.960297745098	1.435917372549	0.487867538390	
588 0.6000 0.3678 0.7925 0.0726 0.1767 0.3873 7.1867 0.5591 0.1865 4.4301 0.0269 0.00006700	588	24.624765313725	23.974042980392	3.805439176471	1.440178490196	0.490712401869	
589 0.5903 0.3500 0.8167 0.0715 0.1788 0.3879 7.2148 0.5629 0.1859 4.7564 0.0265 0.00007000	589	26.092200941176	24.713455098039	3.875757607843	1.434433784314	0.497988246787	
590 0.5980 0.3596 0.8193 0.0690 0.1811 0.3750 7.2292 0.5550 0.1842 4.6597 0.0265 0.00006200	590	25.606616039216	23.588604392157	3.888062921569	1.440005725490	0.498712282622	
591 0.5985 0.3759 0.8219 0.0668 0.1831 0.3750 7.4118 0.5561 0.1812 4.5066 0.0261 0.00006100	591	25.250340705882	24.044177019608	3.844366882353	1.447410450980	0.500686411028	
592 0.5934 0.3575 0.8240 0.0675 0.1768 0.3804 7.4904 0.5622 0.1791 4.1934 0.0264 0.00006900	592	25.160123529412	24.672911000000	3.721047274510	1.439159960784	0.496572649247	
593 0.5789 0.3501 0.8286 0.0637 0.1776 0.3858 7.6770 0.5541 0.1840 4.2919 0.0261 0.00007500	593	25.653206921569	25.931571078431	3.784808039216	1.436814196078	0.493779350088	
594 0.5669 0.3556 0.8332 0.0616 0.1802 0.3855 7.8242 0.5449 0.1912 4.0000 0.0262 0.00008200	594	24.662008333333	25.962389058824	3.725985372549	1.431838372549	0.478764024079	
595 0.5588 0.3500 0.8270 0.0629 0.1793 0.4026 7.8019 0.5458 0.1942 4.1255 0.0268 0.00009000	595	24.503682823529	27.228866568627	3.761062372549	1.430946235294	0.478644917434	
